words,counts
sound,88
reality,88
talk,88
used,88
idea,88
case,88
question,87
sick,86
group,86
hard,86
oil,85
face,85
clearly,85
everything,85
statement,83
criminal,83
russian,83
start,83
men,83
disgusting,83
action,83
sorry,82
brain,82
piece,81
game,81
wont,81
yeah,81
ive,81
side,80
opinion,79
supporter,79
pig,79
exactly,79
friend,79
wing,78
pretty,78
cost,77
simply,77
truth,77
illegal,77
become,77
stand,77
lost,77
incompetent,77
shoot,76
folk,75
hypocrisy,75
claim,75
win,75
fire,74
economy,74
terrorist,74
watch,74
rather,73
story,73
line,73
talking,73
thinking,73
hey,72
whole,72
likely,72
wow,71
police,71
level,71
crime,71
attack,71
continue,70
crazy,70
health,70
nice,69
cop,69
especially,68
fake,68
policy,68
civil,68
living,68
shes,68
lol,67
politician,67
billion,67
except,67
today,67
foolish,67
calling,67
past,67
self,66
able,66
paid,66
buffoon,66
turn,65
arent,65
gop,65
boy,65
gay,65
campaign,65
completely,64
ok,64
taking,64
bitch,64
society,64
young,64
working,63
thanks,63
buy,63
whats,63
looking,63
different,63
there,63
move,63
running,63
month,62
die,62
position,62
worse,62
truly,62
congress,61
interest,61
dollar,61
using,61
price,61
putin,61
shut,61
majority,61
respect,61
charge,60
ask,60
term,60
service,60
given,60
perhaps,60
hell,60
speech,60
realize,60
rich,60
behind,60
wasnt,59
told,59
seriously,59
social,59
save,59
along,59
sex,59
seen,59
nut,59
certainly,59
federal,59
allowed,58
choice,58
military,58
expect,58
control,58
traitor,58
wonder,57
though,57
number,57
absolutely,57
national,57
cause,57
shot,57
example,57
remember,56
rule,56
thank,56
coward,56
harper,56
sense,56
fucking,56
important,56
usa,56
voting,56
seem,55
entire,55
wouldnt,55
dangerous,55
class,55
russia,55
north,55
single,55
cry,55
asshole,54
soon,54
investigation,54
bully,54
lunatic,54
company,54
pas,54
middle,54
low,54
private,54
based,54
obviously,53
however,53
candidate,53
dead,53
small,53
suck,53
land,53
killing,53
plain,53
ago,53
ha,52
total,52
benefit,52
car,52
correct,52
blame,52
funny,52
foreign,52
paying,52
race,52
court,51
type,51
justin,51
decision,51
value,51
hawaii,51
doubt,51
including,51
personal,51
answer,51
argument,51
belief,51
evil,51
wait,50
evidence,50
united,50
almost,50
climate,50
area,50
id,50
politics,50
happen,49
leave,49
typical,49
force,49
team,49
future,49
excuse,49
joke,49
drug,49
found,49
education,48
fight,48
totally,48
view,48
freedom,48
wall,48
mouth,48
smart,47
10,47
industry,47
play,47
clear,47
stay,47
security,47
taken,47
week,47
plan,47
knew,47
half,47
quite,47
usual,47
behavior,46
common,46
community,46
scum,46
science,46
justice,46
serious,46
bring,46
driver,46
allow,46
coming,45
judge,45
income,45
shame,45
waste,45
wanted,45
easy,45
bc,45
hear,45
reading,45
beyond,45
member,45
often,45
protect,45
mayor,44
due,44
spend,44
failed,44
fired,44
unless,44
bush,44
happened,44
worst,44
lazy,44
protest,44
china,44
top,44
huge,44
three,43
heard,43
none,43
write,43
violence,43
result,43
report,43
learn,43
speak,43
nobody,43
apparently,43
fear,43
lose,43
girl,43
healthcare,43
took,42
solution,42
owner,42
road,42
came,42
couldnt,42
useful,42
legal,42
response,42
parent,42
rate,41
christian,41
rid,41
book,41
major,41
childish,41
attention,41
together,41
ontario,41
threat,41
possible,41
john,41
set,41
gone,40
room,40
clue,40
fine,40
couple,40
street,40
hit,40
information,40
whatever,40
special,40
mentally,40
otherwise,40
insane,40
base,40
stuff,40
fund,40
weapon,39
higher,39
drive,39
50,39
bet,39
obvious,39
second,39
water,39
ban,39
population,39
100,38
fan,38
current,38
lefty,38
simple,38
fascist,38
thousand,38
individual,38
flag,38
pussy,38
giving,38
promise,38
planet,38
false,38
nasty,38
debt,38
imbecile,38
market,38
chief,38
check,38
situation,38
killed,38
saw,38
attempt,38
mess,38
gave,38
add,38
pick,38
walk,37
mental,37
listen,37
globe,37
economic,37
happy,37
known,37
lack,37
chance,37
burn,37
admit,37
taxpayer,37
native,37
eye,37
gas,37
church,37
worked,37
tweet,36
standard,36
lied,36
shooting,36
minister,36
property,36
leftist,36
korea,36
deserve,36
fat,36
weak,36
laugh,36
sign,36
mass,36
enjoy,36
several,36
hypocritical,36
ignore,36
hold,36
throw,36
decade,36
wife,36
democracy,36
victim,36
chump,36
administration,36
orange,36
pot,35
went,35
youve,35
source,35
hang,35
send,35
body,35
failure,35
acting,35
whether,35
jail,35
pm,35
town,35
sexual,35
bit,35
willing,35
finally,34
figure,34
lawyer,34
insult,34
arrogant,34
spending,34
thug,34
baby,34
moral,34
trust,34
showing,34
dick,34
worth,34
innocent,34
presidency,34
forget,34
follow,34
father,34
mistake,34
research,34
earth,34
longer,34
fellow,34
mother,34
border,34
crook,34
effort,34
meet,34
player,33
20,33
sheep,33
alone,33
difference,33
general,33
four,33
according,33
sell,33
tv,33
hurt,33
built,33
local,33
heart,33
havent,33
elect,33
union,33
among,33
religion,33
upon,33
started,33
progressive,33
carbon,33
drunk,33
nfl,33
front,33
delusional,32
cat,32
beat,32
mention,32
bigot,32
lead,32
intelligence,32
sort,32
fall,32
increase,32
disaster,32
account,32
perfect,32
driving,32
happens,32
islam,32
straight,31
senate,31
project,31
east,31
close,31
homeless,31
grow,31
open,31
immigrant,31
fun,31
experience,31
standing,31
bear,31
watching,31
hero,31
telling,31
press,31
30,31
food,31
indeed,31
building,31
dems,31
bullshit,31
adult,31
democratic,31
destroy,31
letter,31
responsible,31
fox,31
rhetoric,30
died,30
presidential,30
safe,30
opportunity,30
consider,30
board,30
wish,30
born,30
housing,30
college,30
officer,30
obamas,30
involved,30
blind,30
feed,30
serve,30
event,30
bastard,30
alaskan,30
disagree,30
within,30
honest,30
con,30
rat,30
needed,30
leadership,30
paper,29
posting,29
natural,29
subject,29
stick,29
fbi,29
student,29
large,29
mostly,29
sentence,29
supposed,29
night,29
official,29
anyway,29
return,29
intelligent,29
red,29
amount,29
ground,29
neither,29
enemy,29
provide,29
break,29
utter,29
hole,29
environment,29
defend,29
door,29
ball,29
prison,28
list,28
fault,28
brought,28
iran,28
responsibility,28
executive,28
isi,28
profit,28
chinese,28
ready,28
steal,28
offer,28
youd,28
medical,28
writing,28
headline,28
risk,28
youll,28
product,28
budget,28
agenda,28
proud,28
trade,28
surprised,28
form,28
amendment,28
uneducated,28
rock,28
proof,28
educated,28
prove,28
lady,28
hour,28
infrastructure,28
debate,28
putting,28
selling,28
immigration,28
record,27
accept,27
supported,27
rail,27
bank,27
spent,27
employee,27
dumber,27
insurance,27
anymore,27
phone,27
meeting,27
career,27
fair,27
weve,27
traffic,27
strong,27
turned,27
asked,27
quit,27
brown,27
create,27
racism,27
pure,27
credit,27
eat,27
fly,27
knowledge,27
main,27
green,27
nazi,27
build,27
worker,27
village,27
period,27
character,27
jew,27
religious,27
harm,27
link,27
late,27
led,27
marijuana,26
favor,26
light,26
idiocy,26
certain,26
actual,26
removed,26
darn,26
murder,26
effect,26
equal,26
email,26
wynne,26
biggest,26
council,26
playing,26
eugene,26
resource,26
alt,26
zero,26
animal,26
whining,26
anti,26
penalty,26
imagine,26
loss,26
surprise,25
bigger,25
choose,25
corporate,25
cowardly,25
outside,25
demand,25
immediately,25
tired,25
concerned,25
concern,25
program,25
male,25
wage,25
minute,25
scam,25
picture,25
wake,25
west,25
ndp,25
mine,25
crowd,25
created,25
caught,25
nuclear,25
comey,25
proven,25
energy,25
hater,25
appears,25
sadly,25
kick,25
air,25
deficit,25
written,25
daily,25
hundred,25
clean,25
guilty,25
explain,25
keeping,25
considered,25
leading,25
mccain,25
legislature,25
remove,25
embarrassing,25
potus,25
here,25
constitution,24
per,24
master,24
puppet,24
raise,24
washington,24
across,24
university,24
quote,24
narcissist,24
buddy,24
hatred,24
trouble,24
defense,24
theyll,24
avoid,24
average,24
focus,24
authority,24
county,24
seeing,24
amazing,24
ship,24
despite,24
grab,24
em,24
positive,24
highest,24
ya,24
ugly,24
culture,24
currently,24
okay,24
refugee,24
message,24
short,24
welfare,24
goal,24
sore,24
interesting,24
niger,24
laughing,24
terrible,24
blah,24
share,24
south,23
highly,23
inept,23
blow,23
luck,23
penny,23
bias,23
jesus,23
supremacist,23
glad,23
theyve,23
damage,23
deserves,23
sold,23
argue,23
winger,23
reaction,23
posted,23
continues,23
non,23
former,23
socialist,23
somehow,23
forced,23
reply,23
skill,23
speaking,23
box,23
damned,23
poll,23
incredibly,23
violent,23
wrote,23
produce,23
visit,23
prime,23
practice,23
logic,23
donkey,23
gm,23
department,23
near,23
release,23
compared,23
who,23
cover,23
clueless,22
committed,22
begin,22
travel,22
george,22
afford,22
field,22
ahead,22
hire,22
denver,22
ten,22
aca,22
staff,22
changed,22
decided,22
tough,22
murderer,22
interested,22
represent,22
purpose,22
site,22
naive,22
twitter,22
dishonest,22
gonna,22
hardly,22
dark,22
arm,22
island,22
shouldnt,22
promised,22
supporting,22
btw,22
safety,22
sir,22
vehicle,22
principle,22
following,22
rubbish,22
coal,21
paul,21
toronto,21
lower,21
doctor,21
alternative,21
basic,21
nature,21
unlike,21
session,21
easily,21
happening,21
syria,21
meant,21
cheat,21
slave,21
anywhere,21
waiting,21
assume,21
usually,21
definitely,21
killer,21
adn,21
butt,21
sometimes,21
angry,21
stuck,21
suspect,21
kiss,21
worthless,21
forever,21
ethic,21
poster,21
junk,21
finger,21
david,21
sucker,21
propaganda,21
fighting,21
selfish,21
movement,21
12,21
bought,21
billionaire,21
cnn,21
corruption,21
study,21
incompetence,21
load,21
suggest,21
follower,21
popular,21
hat,20
minority,20
absolute,20
embarrassment,20
hateful,20
electoral,20
caused,20
pathological,20
province,20
trillion,20
writer,20
note,20
tried,20
core,20
hasnt,20
oregon,20
topic,20
global,20
plenty,20
basically,20
moment,20
quality,20
exposed,20
recall,20
pet,20
disgrace,20
similar,20
listening,20
abortion,20
aware,20
bag,20
critical,20
abuse,20
generation,20
senator,20
aint,20
bronco,20
process,20
filthy,20
werent,20
block,20
reporting,20
islamic,20
later,20
touch,20
join,20
huh,20
step,20
regardless,20
financial,20
bar,20
expense,20
assault,20
complain,19
hed,19
third,19
looked,19
credibility,19
son,19
hopefully,19
passed,19
author,19
integrity,19
dem,19
unfortunately,19
parasite,19
attitude,19
thus,19
leaving,19
sociopath,19
uh,19
armed,19
legislator,19
dictator,19
helping,19
showed,19
notice,19
massive,19
cancer,19
losing,19
limit,19
ludicrous,19
english,19
iraq,19
consequence,19
refuse,19
card,19
knowing,19
asking,19
extremely,19
plus,19
international,19
deep,19
minded,19
regarding,19
negative,19
pretend,19
played,19
treat,19
opposition,19
possibly,19
cake,19
fit,19
petty,19
dealing,19
worry,19
fail,19
twice,19
mexico,18
brother,18
push,18
peace,18
moronic,18
rational,18
opposite,18
whine,18
model,18
thief,18
teacher,18
snowflake,18
sector,18
priest,18
agency,18
available,18
scumbag,18
fast,18
soldier,18
although,18
secret,18
iq,18
count,18
washed,18
king,18
sale,18
language,18
onto,18
carry,18
germany,18
govt,18
rent,18
multiple,18
anybody,18
reporter,18
suit,18
feeling,18
narcissistic,18
station,18
required,18
cheap,18
afraid,18
ride,18
swamp,18
primary,18
influence,18
bigoted,18
eventually,18
communist,18
catholic,18
whose,18
gang,18
daughter,18
march,18
drinking,18
conflict,18
remark,18
anchorage,18
referring,18
option,18
us,18
crisis,17
estate,17
expected,17
belong,17
cash,17
entitled,17
offensive,17
video,17
sport,17
lib,17
understanding,17
firearm,17
miserable,17
vast,17
crooked,17
present,17
greedy,17
banned,17
filled,17
finance,17
google,17
exist,17
knee,17
pointing,17
organization,17
pocket,17
recently,17
behaviour,17
impact,17
meanwhile,17
mentality,17
boot,17
winning,17
fraud,17
store,17
jr,17
saving,17
chose,17
elite,17
drop,17
ticket,17
western,17
impeached,17
traitorous,17
gain,17
particularly,17
scandal,17
reported,17
somebody,17
forward,17
ah,17
conversation,17
pull,17
lucky,17
constitutional,17
towards,17
delusion,17
difficult,17
remain,17
wealth,17
include,17
incident,17
morning,17
opposed,17
pfd,17
personally,17
starting,17
dirty,17
blaming,17
held,17
dude,17
desire,17
pile,17
degree,17
gary,17
tactic,17
merely,17
mark,17
foundation,17
alive,17
ran,17
immature,16
smoke,16
center,16
destroying,16
raised,16
destruction,16
horrible,16
bankrupt,16
bother,16
dad,16
claiming,16
park,16
humanity,16
suffering,16
resign,16
age,16
photo,16
wearing,16
europe,16
ryan,16
spoiled,16
suppose,16
broke,16
sent,16
ie,16
stopped,16
downtown,16
cell,16
skin,16
admitted,16
sitting,16
logical,16
early,16
busy,16
round,16
lock,16
dozen,16
yep,16
colorado,16
justify,16
decide,16
football,16
foot,16
alcohol,16
reach,16
ability,16
badly,16
coverage,16
junior,16
funding,16
normal,16
denying,16
theory,16
trip,16
buying,16
screw,16
space,16
protesting,16
fuel,16
ally,16
lesson,16
qualified,16
decent,16
cbc,16
fed,16
miss,16
asian,16
al,16
measure,16
access,16
eh,16
blood,16
martin,16
downright,16
refused,16
manage,16
treason,16
via,16
cabinet,16
wealthy,15
beginning,15
blm,15
mencken,15
ruin,15
condition,15
rise,15
anc,15
ak,15
tool,15
becoming,15
double,15
everywhere,15
serving,15
role,15
success,15
agreement,15
anthem,15
signed,15
illegals,15
whore,15
informed,15
gov,15
misogynist,15
rally,15
became,15
smoking,15
conclusion,15
spin,15
learned,15
particular,15
basis,15
breath,15
commentary,15
joe,15
lived,15
assad,15
handle,15
proving,15
license,15
handed,15
eight,15
holy,15
manager,15
intellectual,15
payer,15
previous,15
crash,15
bull,15
absurd,15
bernie,15
truck,15
secretary,15
star,15
60,15
hearing,15
limited,15
felt,15
relevant,15
literally,15
definition,15
neighbor,15
outrage,15
attorney,15
attempting,15
mom,15
arrogance,15
dear,15
saudi,15
oleary,15
duty,15
fill,15
flying,15
resident,15
peaceful,15
irrelevant,15
appropriate,15
forum,15
investment,15
husband,15
rating,15
sander,15
trail,15
missed,15
director,15
economics,15
dirt,15
ad,15
hack,15
professional,15
un,15
hot,15
fooled,14
finding,14
meaning,14
fully,14
camp,14
size,14
provided,14
extra,14
governor,14
exists,14
bishop,14
birth,14
obamacare,14
platform,14
bullet,14
bitter,14
penis,14
golf,14
somewhere,14
friendly,14
punch,14
politically,14
sit,14
fought,14
opponent,14
gotten,14
bubble,14
british,14
grade,14
pain,14
wear,14
coach,14
drivel,14
welcome,14
toward,14
andor,14
impeach,14
whatsoever,14
morneau,14
allowing,14
indian,14
commit,14
palin,14
moving,14
ring,14
compare,14
ideology,14
mad,14
chemical,14
ego,14
voice,14
screaming,14
attacking,14
hiding,14
hilarious,14
scared,14
tree,14
homosexual,14
prof,14
claimed,14
appointed,14
appear,14
apologize,14
watched,14
closed,14
train,14
competent,14
successful,14
suffer,14
necessary,14
kept,14
kidding,14
deeply,14
40,14
narrative,14
regime,14
la,14
yesterday,14
display,14
latest,14
laughable,14
reasoning,14
teach,14
reckless,14
legacy,14
letting,14
70,14
kelly,14
remains,14
passing,14
agreed,14
revenue,14
discussion,14
agent,14
winner,14
surely,14
irresponsible,14
constantly,14
require,14
destroyed,14
represents,14
representative,14
described,14
partisan,14
90,14
headed,14
color,14
grifter,14
european,14
equality,14
grand,14
equally,14
sexist,14
gut,14
saved,13
stolen,13
earlier,13
expensive,13
barack,13
racial,13
apply,13
shape,13
greater,13
gender,13
moved,13
hunter,13
gee,13
dump,13
dummy,13
privilege,13
stock,13
effective,13
kinda,13
desperate,13
jump,13
horse,13
cheating,13
army,13
editorial,13
genius,13
caring,13
specific,13
sane,13
greatest,13
kim,13
carrying,13
mail,13
throwing,13
beautiful,13
twisted,13
illegally,13
journalism,13
deluded,13
journalist,13
prefer,13
corporation,13
ilk,13
pulled,13
roll,13
syndrome,13
illness,13
socalled,13
spot,13
bannon,13
noise,13
impeachment,13
collusion,13
bullying,13
blatant,13
deflect,13
thier,13
minimum,13
incapable,13
inane,13
vacation,13
protester,13
unfit,13
respond,13
strike,13
square,13
coast,13
wh,13
repeat,13
despicable,13
band,13
anger,13
bum,13
data,13
vancouver,13
newspaper,13
smell,13
bone,13
development,13
uninformed,13
chicken,13
broken,13
bike,13
suicide,13
bigotry,13
gullible,13
hide,13
perfectly,13
excellent,13
super,13
insulting,13
heck,13
user,13
exact,13
six,13
internet,13
danger,13
extreme,13
punishment,13
modern,13
awful,13
various,13
aside,13
scream,13
protected,13
proposal,13
trudeaus,13
lawsuit,13
spite,13
cure,13
texas,13
lame,13
burning,13
rape,13
background,13
punk,13
cap,13
wise,13
reasonable,13
nearly,13
serial,12
conspiracy,12
willfully,12
africa,12
falling,12
spewing,12
analysis,12
affordable,12
israel,12
direction,12
irrational,12
supply,12
connection,12
met,12
tourist,12
column,12
causing,12
pope,12
pr,12
committee,12
establishment,12
mentioned,12
loved,12
computer,12
accurate,12
senior,12
pushing,12
somewhat,12
rant,12
reputation,12
bottom,12
division,12
nra,12
lover,12
version,12
sympathy,12
uk,12
deny,12
plane,12
prevent,12
included,12
activity,12
style,12
wild,12
unhinged,12
describe,12
increased,12
activist,12
pride,12
nigger,12
commission,12
blue,12
advantage,12
cold,12
rot,12
generally,12
female,12
outcome,12
shameless,12
arabia,12
recognize,12
facebook,12
hrc,12
changing,12
soul,12
kkk,12
courage,12
honor,12
honestly,12
artist,12
believed,12
target,12
walking,12
walker,12
pipeline,12
treated,12
regard,12
crappy,12
embarrassed,12
status,12
enforcement,12
2016,12
hill,12
terrorism,12
creepy,12
balance,12
heaven,12
moose,12
recent,12
tragedy,12
medicare,12
plant,12
antifa,12
troop,12
expose,12
named,12
lisa,12
weekend,12
legitimate,12
proved,12
century,12
expert,12
seat,12
fairbanks,12
mirror,12
five,12
factor,12
strategy,12
reader,12
apology,12
dumbest,12
baloney,12
entirely,12
glorious,12
balanced,12
cutting,11
grasp,11
reduce,11
bringing,11
fiscal,11
file,11
predator,11
survey,11
irony,11
survive,11
cycle,11
added,11
boring,11
18,11
bright,11
15,11
music,11
3rd,11
pc,11
followed,11
brand,11
description,11
defending,11
replace,11
johnson,11
everyday,11
specifically,11
witness,11
karma,11
80,11
reminds,11
everybody,11
original,11
worried,11
slap,11
relation,11
personality,11
unethical,11
brat,11
neighborhood,11
therefore,11
florida,11
slow,11
detail,11
breaking,11
requires,11
fighter,11
catch,11
test,11
lapdog,11
jack,11
harris,11
approval,11
training,11
ignoring,11
shocked,11
electricity,11
website,11
eliminate,11
scary,11
toy,11
code,11
owned,11
unstable,11
chosen,11
electorate,11
faith,11
immoral,11
imo,11
pack,11
match,11
highway,11
stage,11
scientist,11
mindless,11
quickly,11
punished,11
biased,11
warning,11
hl,11
asset,11
enterprise,11
art,11
hitler,11
mandate,11
upset,11
hospital,11
notion,11
easier,11
purchase,11
monster,11
bla,11
salary,11
sake,11
campus,11
apple,11
wasted,11
blamed,11
explanation,11
besides,11
elway,11
fascism,11
discus,11
diversity,11
district,11
mueller,11
rg,11
authoritarian,11
turning,11
heavy,11
inside,11
raping,11
bus,11
loud,11
title,11
employer,11
solve,11
murdered,11
psychotic,11
confused,11
trolling,11
empty,11
diplomacy,11
stated,11
hollywood,11
hello,11
nk,11
properly,11
palestinian,11
fantasy,11
mp,11
range,11
movie,11
screwed,11
subsidy,11
msm,11
petulant,11
loving,11
capital,10
dc,10
television,10
credible,10
misleading,10
monday,10
nope,10
electing,10
statistic,10
crum,10
snap,10
chris,10
date,10
smug,10
christ,10
nose,10
technology,10
emotional,10
charged,10
customer,10
stealing,10
tear,10
capable,10
criticism,10
elitist,10
exception,10
missile,10
progress,10
priority,10
tory,10
tyrant,10
deplorable,10
deplorables,10
powerful,10
dept,10
bye,10
essentially,10
context,10
comparison,10
nightmare,10
prior,10
circle,10
pray,10
prayer,10
disgraceful,10
tie,10
speaks,10
surprising,10
solid,10
considering,10
directed,10
poorly,10
direct,10
cool,10
dotard,10
sooner,10
stupidest,10
speed,10
providing,10
circus,10
cite,10
steve,10
stink,10
bud,10
clark,10
classic,10
professor,10
twit,10
degenerate,10
challenged,10
challenge,10
club,10
unbelievable,10
poverty,10
track,10
failing,10
driven,10
drink,10
drama,10
draft,10
dnc,10
online,10
placed,10
antitrump,10
liberalism,10
york,10
jones,10
assumption,10
hair,10
forgotten,10
forgot,10
athlete,10
gross,10
scientific,10
released,10
khadr,10
bite,10
german,10
outright,10
hoping,10
attacked,10
sa,10
wasting,10
hurting,10
grown,10
hydro,10
percent,10
queen,10
wave,10
shameful,10
regulation,10
helped,10
audience,10
scheme,10
shall,10
largest,10
repeal,10
arrest,10
function,10
repeated,10
greed,10
libs,10
becomes,10
managed,10
2017,10
25,10
locked,10
realized,10
ashamed,10
bless,10
loyal,10
shown,10
unlikely,10
assertion,10
bomb,10
freaking,10
richard,10
frankly,10
review,10
historical,10
respected,10
whenever,10
beer,10
shred,10
admire,10
khan,10
silence,10
machine,10
wind,10
leg,10
11,10
believing,10
believer,10
interview,10
rude,10
ownership,10
belongs,10
ignoramus,10
aloha,10
utterly,10
jet,10
illiterate,10
lynch,10
bridge,10
section,10
material,10
goodness,10
juneau,10
fixed,10
intellectually,10
bible,10
being,10
gotta,10
peter,10
benghazi,10
altright,10
hispanic,9
vagina,9
righteous,9
granted,9
raped,9
valley,9
controlling,9
aide,9
grant,9
replaced,9
moderate,9
45,9
denier,9
2nd,9
acceptable,9
james,9
combined,9
repeatedly,9
sue,9
comprehension,9
significant,9
hon,9
category,9
dealer,9
shared,9
defeat,9
management,9
soooo,9
expecting,9
treasonous,9
bloated,9
thin,9
cigarette,9
insider,9
pro,9
labor,9
treatment,9
ass,9
rip,9
entertaining,9
pretending,9
lord,9
award,9
golden,9
governing,9
knife,9
attend,9
vile,9
protection,9
aid,9
continued,9
shooter,9
portland,9
permanent,9
accusation,9
minor,9
suggestion,9
theyd,9
kicked,9
suggesting,9
heat,9
meantime,9
comedian,9
wonderful,9
describing,9
exercise,9
search,9
genocide,9
careful,9
entertainment,9
trusted,9
seizure,9
hired,9
disrespectful,9
promote,9
seattle,9
ottawa,9
quick,9
scenario,9
turd,9
permit,9
shove,9
narcissism,9
charity,9
republic,9
koch,9
marine,9
jealous,9
awesome,9
operation,9
faced,9
kushner,9
sin,9
actively,9
spreading,9
stream,9
lee,9
info,9
error,9
mission,9
radio,9
mexican,9
server,9
uncivil,9
murkowski,9
aa,9
brave,9
ideologue,9
whoever,9
tragic,9
haha,9
nixon,9
teaching,9
closet,9
sleazy,9
da,9
apart,9
osweiler,9
closely,9
criticize,9
growing,9
dignity,9
educate,9
supreme,9
storm,9
dam,9
proper,9
zone,9
mike,9
sen,9
sun,9
disastrous,9
conference,9
intended,9
firm,9
tiresome,9
sending,9
ag,9
offense,9
corner,9
received,9
offended,9
spoken,9
superior,9
cultural,9
retire,9
afghanistan,9
pointless,9
intent,9
tire,9
flat,9
weed,9
tend,9
flight,9
unconstitutional,9
affect,9
wed,9
flood,9
affair,9
independent,9
yr,9
uniform,9
france,9
resort,9
chair,9
publicly,9
eating,9
columnist,9
riding,9
address,9
juvenile,9
warming,9
mainstream,9
occasion,9
thread,9
taxi,9
200,9
earn,9
creature,9
complex,9
approach,9
2020,9
tyranny,9
silent,9
quoted,9
actor,9
memory,9
increasing,9
protestors,9
vice,9
motley,9
overpaid,9
patient,9
inner,9
constant,9
paris,9
1st,9
valid,9
bos,9
divide,9
alberta,9
demonstrate,9
battle,9
bureaucracy,9
911,9
psychopath,9
worthy,9
pedestrian,9
clever,9
sacrifice,9
reduced,9
dying,9
comparing,9
ear,9
appointment,9
cretin,9
november,9
complaining,9
denial,8
ballot,8
dp,8
spout,8
era,8
sycophant,8
victory,8
charter,8
depends,8
abuser,8
charles,8
bait,8
environmental,8
hall,8
rep,8
command,8
spread,8
haole,8
convicted,8
mix,8
thomas,8
demonstrated,8
stab,8
marxist,8
incredible,8
partner,8
lesbian,8
accepted,8
married,8
invite,8
moore,8
humor,8
sack,8
preach,8
involve,8
page,8
improvement,8
stone,8
douche,8
earned,8
approve,8
maintain,8
insist,8
adding,8
profoundly,8
hows,8
hotel,8
addict,8
host,8
wanting,8
monkey,8
editor,8
differently,8
impossible,8
morally,8
weasel,8
drag,8
wilson,8
draw,8
dream,8
disappointed,8
ignored,8
toxic,8
window,8
production,8
directly,8
identity,8
disease,8
tradition,8
ideal,8
discrimination,8
radical,8
condescending,8
rush,8
dumbass,8
straw,8
dimwit,8
hussein,8
satisfied,8
dot,8
determined,8
employment,8
chin,8
continuing,8
herd,8
doomed,8
insanity,8
amazon,8
empire,8
employed,8
healthy,8
throat,8
outlet,8
scott,8
hawaiian,8
wood,8
stance,8
reward,8
violation,8
net,8
violated,8
cheaper,8
accident,8
prediction,8
statue,8
thrown,8
picked,8
christy,8
consumer,8
homosexuality,8
picking,8
el,8
contact,8
loathsome,8
jumping,8
scare,8
assistance,8
japan,8
paint,8
design,8
hiring,8
wolf,8
trial,8
associate,8
eliminated,8
desperately,8
accused,8
torture,8
vulgar,8
outsider,8
math,8
judicial,8
dr,8
younger,8
xenophobic,8
taught,8
declared,8
rightwing,8
shill,8
leaf,8
exterminate,8
bumbling,8
unable,8
forbid,8
soft,8
favorite,8
urban,8
dare,8
merit,8
performance,8
knock,8
booze,8
planned,8
explained,8
plastic,8
goose,8
feminism,8
flynn,8
mile,8
4th,8
specie,8
compete,8
rejected,8
patriotism,8
vacuous,8
daddy,8
