words,counts
idea,68
reality,68
claim,68
criminal,68
wont,67
stand,67
death,67
everything,67
nonsense,67
start,67
clearly,66
theyre,66
become,66
jerk,66
voted,66
sound,66
lost,66
sorry,66
likely,66
supporter,65
economy,65
full,65
line,64
illegal,64
health,64
level,64
past,64
policy,64
incompetent,63
exactly,63
continue,63
rather,63
folk,63
story,63
whole,62
complete,62
pretty,62
win,61
politician,61
except,61
watch,61
crazy,61
position,61
campaign,61
crap,61
police,61
especially,60
bunch,60
nice,60
attack,60
dog,60
today,59
fire,58
taking,58
crime,58
interest,58
federal,58
civil,58
month,57
face,57
sick,57
gop,57
different,56
perhaps,56
paid,56
disgusting,56
using,56
yeah,56
service,55
living,55
national,55
able,55
society,55
completely,55
social,55
turn,54
dollar,54
working,54
foolish,54
majority,54
young,54
term,54
seen,53
though,53
seem,53
price,53
respect,53
calling,53
worse,52
there,52
talking,52
looking,52
example,52
billion,52
certainly,52
truly,52
military,52
investigation,52
thinking,52
running,52
fake,51
private,51
russia,51
gay,51
charge,51
rich,51
number,51
candidate,51
important,50
given,50
voting,50
terrorist,50
allowed,50
however,50
middle,50
wasnt,50
thanks,50
control,49
pas,49
congress,49
move,49
god,49
class,49
whats,49
single,49
expect,48
harper,48
ask,48
foreign,48
including,48
company,48
low,48
almost,48
blame,48
told,48
pig,48
along,48
absolutely,48
arent,48
choice,47
ago,47
future,47
buffoon,47
argument,47
putin,47
decision,47
small,47
buy,47
politics,47
cause,47
cop,46
self,46
court,46
entire,46
wouldnt,46
sense,46
rule,46
idiotic,46
evidence,46
climate,46
industry,46
benefit,46
area,46
realize,45
correct,45
view,45
bully,45
education,45
force,45
value,45
half,45
personal,45
lol,45
speech,45
paying,44
thank,44
fix,44
community,44
seriously,44
allow,44
found,44
north,44
race,44
shot,44
behind,44
car,44
type,43
united,43
wonder,43
clear,43
remember,43
brain,43
play,43
soon,43
taken,43
hawaii,43
science,43
funny,43
based,43
team,42
often,42
income,42
plan,42
member,42
shoot,42
land,42
justice,42
week,42
behavior,42
dead,41
wow,41
wall,41
report,41
killing,41
plain,41
leave,41
totally,41
ok,41
obviously,41
took,41
knew,41
dangerous,41
excuse,41
doubt,41
protest,41
bring,41
save,41
violence,41
wing,41
answer,40
bc,40
evil,40
10,40
traitor,40
belief,40
wanted,40
protect,39
quite,39
information,39
shes,39
due,39
bush,39
lose,39
legal,39
worst,39
coward,39
apparently,39
failed,39
boy,39
couple,38
major,38
shame,38
sex,38
solution,38
healthcare,38
set,38
common,38
fear,38
base,38
security,38
top,38
joke,38
weapon,38
fight,38
drug,38
response,38
came,38
result,38
reading,38
freedom,38
usa,37
three,37
insane,37
nut,37
easy,37
fund,37
id,37
economic,37
total,37
higher,37
drive,36
speak,36
false,36
justin,36
individual,36
heard,36
serious,36
threat,36
happen,36
together,36
lazy,36
50,36
unless,36
hey,36
population,36
decade,35
current,35
spend,35
rate,35
100,35
market,35
cry,35
judge,35
mayor,35
thousand,35
obvious,35
ontario,35
happened,35
add,35
saw,35
promise,35
driver,35
chance,35
none,35
situation,35
piece,34
fan,34
administration,34
hypocritical,34
hell,34
room,34
willing,34
huge,34
source,34
road,34
gas,34
second,34
debt,34
smart,34
attention,34
lack,34
whatever,33
otherwise,33
owner,33
fine,33
effort,33
tweet,33
beyond,33
parent,33
check,33
wait,33
property,33
write,33
lied,33
church,33
possible,33
taxpayer,33
china,33
stay,33
democracy,33
attempt,33
nobody,32
lawyer,32
giving,32
hear,32
whether,32
eye,32
standard,32
christian,32
shooting,32
union,32
figure,32
several,32
john,32
globe,32
moral,32
waste,32
four,32
20,32
minister,32
native,32
known,31
victim,31
follow,31
project,31
body,31
player,31
usual,31
coming,31
mental,31
built,31
book,31
gone,31
alone,31
sign,31
mass,31
town,31
mess,31
finally,31
couldnt,31
presidency,31
driving,31
press,30
according,30
wife,30
clue,30
stuff,30
board,30
father,30
border,30
lead,30
hit,30
mistake,30
trust,30
shut,30
letter,30
longer,30
pot,30
ban,30
fuck,30
simple,30
planet,29
admit,29
chief,29
started,29
water,29
laugh,29
pm,29
die,29
street,29
ignore,29
experience,29
official,29
gave,29
lunatic,29
went,29
opportunity,29
intelligence,29
special,29
meet,29
leftist,29
disaster,29
orange,29
upon,29
killed,29
fellow,29
worked,29
happy,29
mention,29
drunk,28
weak,28
front,28
tv,28
showing,28
rat,28
close,28
enjoy,28
presidential,28
flag,28
among,28
rid,28
disagree,28
sell,28
korea,28
thug,28
adult,28
provide,28
bet,28
as,28
mother,28
east,28
havent,28
housing,28
hour,28
failure,28
telling,28
fired,28
hold,28
difference,28
cat,28
building,28
increase,28
rhetoric,28
insult,28
indeed,28
destroy,28
immigrant,28
defend,28
responsible,28
send,28
sort,28
listen,27
fun,27
con,27
forget,27
return,27
perfect,27
budget,27
medical,27
enemy,27
natural,27
led,27
general,27
30,27
needed,27
spending,27
learn,27
open,27
ground,27
record,27
character,27
rail,27
youve,27
happens,27
religion,27
nfl,27
mostly,27
died,26
debate,26
typical,26
subject,26
standing,26
supposed,26
serve,26
brought,26
watching,26
girl,26
intelligent,26
headline,26
deserve,26
eugene,26
spent,26
homeless,26
research,26
meeting,26
accept,26
account,26
obamas,26
neither,26
paper,26
acting,26
local,26
mentally,26
consider,26
putting,26
nasty,26
mouth,26
offer,26
elect,25
hero,25
fox,25
outside,25
feed,25
democratic,25
break,25
youd,25
walk,25
alaskan,25
senate,25
honest,25
worker,25
trade,25
appears,25
nuclear,25
certain,25
hurt,25
event,25
agenda,25
bit,25
infrastructure,25
wage,25
traffic,25
environment,25
asked,25
amount,25
islam,25
student,25
link,25
pick,25
council,25
heart,25
executive,25
risk,25
fall,24
beat,24
program,24
innocent,24
childish,24
credit,24
main,24
food,24
safe,24
within,24
explain,24
dems,24
choose,24
knowledge,24
insurance,24
playing,24
anyway,24
large,24
phone,24
corporate,24
created,24
email,24
amendment,24
fault,24
fair,24
earth,24
night,24
bank,24
officer,24
fascist,24
biggest,24
currently,24
writing,24
weve,24
supported,24
leadership,24
posting,24
focus,24
door,23
anymore,23
refugee,23
whining,23
proud,23
create,23
effect,23
despite,23
sentence,23
air,23
product,23
steal,23
favor,23
immigration,23
responsibility,23
sexual,23
throw,23
religious,23
equal,23
written,23
mine,23
involved,23
minute,23
profit,23
wynne,23
shit,23
employee,23
goal,23
career,23
straight,23
loss,23
actual,23
wish,23
highest,23
puppet,23
turned,23
concern,23
form,23
ready,23
per,23
west,23
proven,22
concerned,22
iran,22
following,22
across,22
legislature,22
average,22
gm,22
crook,22
energy,22
short,22
bear,22
hundred,22
share,22
quote,22
isi,22
jail,22
educated,22
utter,22
baby,22
considered,22
murder,22
theyll,22
imagine,22
department,22
carbon,22
potus,22
animal,22
deficit,22
fbi,22
guilty,22
youll,22
hatred,22
progressive,22
bigot,22
late,22
red,22
useful,22
authority,22
harm,22
lady,22
fly,22
darn,22
forced,21
keeping,21
culture,21
surprised,21
promised,21
produce,21
inept,21
interesting,21
compared,21
blind,21
release,21
worth,21
donkey,21
fighting,21
chinese,21
trouble,21
former,21
billionaire,21
seeing,21
college,21
argue,21
posted,21
ndp,21
staff,21
skill,21
principle,21
arrogant,21
hang,21
county,21
field,21
racism,21
here,21
reaction,21
dark,21
demand,21
bitch,21
ethic,21
resource,21
build,21
terrible,21
non,21
safety,21
lefty,21
sadly,21
proof,21
selling,21
burn,21
highly,21
violent,21
movement,21
positive,21
south,21
bigger,20
marijuana,20
prison,20
ship,20
welfare,20
quit,20
washington,20
eat,20
prime,20
aca,20
immediately,20
island,20
light,20
rock,20
surprise,20
avoid,20
topic,20
travel,20
ten,20
box,20
caught,20
twitter,20
bought,20
similar,20
province,20
cowardly,20
global,20
visit,20
happening,20
committed,20
interested,20
alternative,20
ball,20
gonna,20
constitution,20
clean,20
purpose,20
corruption,20
daily,20
poll,20
coal,20
somehow,20
remove,20
penalty,20
played,19
moment,19
caused,19
laughing,19
incompetence,19
unlike,19
pathological,19
represent,19
sometimes,19
sore,19
raise,19
assume,19
exposed,19
master,19
wrote,19
delusional,19
list,19
expense,19
financial,19
deserves,19
regardless,19
near,19
embarrassing,19
vehicle,19
who,19
crowd,19
uneducated,19
session,19
bias,19
killer,19
removed,19
recall,19
cnn,19
defense,19
speaking,19
logic,19
imbecile,19
complain,19
poster,19
massive,19
core,19
luck,19
message,19
grow,19
step,19
abortion,19
meant,19
university,19
leading,19
nazi,19
period,19
waiting,19
legislator,19
zero,19
tough,19
shouldnt,19
practice,19
abuse,19
idiocy,19
usually,19
syria,19
hed,19
stick,19
ugly,19
propaganda,19
narcissist,19
attitude,18
thus,18
islamic,18
credibility,18
parasite,18
aware,18
continues,18
decided,18
male,18
hardly,18
damned,18
passed,18
prove,18
cake,18
assault,18
okay,18
study,18
electoral,18
hire,18
generation,18
refuse,18
ludicrous,18
12,18
fit,18
david,18
lower,18
referring,18
basic,18
dumber,18
paul,18
losing,18
theyve,18
fat,18
listening,18
popular,18
anti,18
dishonest,18
green,18
note,18
opposite,18
reporting,18
deep,18
easily,18
looked,18
born,18
armed,18
arm,18
plenty,18
wake,18
nature,18
foundation,17
scandal,17
offensive,17
begin,17
agency,17
ride,17
suggest,17
behaviour,17
vast,17
soldier,17
bronco,17
option,17
process,17
afford,17
socialist,17
include,17
suspect,17
fast,17
impact,17
sold,17
desire,17
tried,17
banned,17
us,17
finger,17
available,17
influence,17
buddy,17
iraq,17
petty,17
quality,17
mccain,17
jr,17
changed,17
later,17
elite,17
international,17
degree,17
critical,17
ahead,17
meanwhile,17
regarding,17
negative,17
pure,17
doctor,17
third,17
dem,17
conflict,17
amazing,17
present,17
embarrassment,17
picture,17
integrity,17
tired,16
hasnt,16
incident,16
asking,16
difficult,16
trillion,16
gary,16
photo,16
join,16
scam,16
block,16
teacher,16
notice,16
uh,16
reported,16
pretend,16
personally,16
mark,16
definitely,16
catholic,16
finance,16
possibly,16
king,16
supporting,16
adn,16
bar,16
coverage,16
understanding,16
cover,16
remain,16
remark,16
secret,16
narcissistic,16
comey,16
writer,16
justify,16
march,16
rent,16
language,16
merely,16
trip,16
twice,16
primary,16
consequence,16
germany,16
follower,16
multiple,16
constitutional,16
logical,16
murderer,16
wearing,16
push,16
btw,16
funding,16
towards,16
extremely,16
brown,16
organization,16
showed,16
held,16
denver,16
suit,16
author,16
site,16
oregon,16
reach,16
count,16
english,16
chose,16
cash,16
george,16
glad,16
unfortunately,16
opposition,16
damage,16
forever,15
govt,15
suffering,15
plus,15
limit,15
angry,15
fraud,15
ya,15
disgrace,15
dictator,15
anc,15
particular,15
anchorage,15
lived,15
pet,15
blow,15
bother,15
particularly,15
conversation,15
stuck,15
pointing,15
starting,15
center,15
dealing,15
neighbor,15
conclusion,15
morning,15
leaving,15
although,15
cancer,15
foot,15
stopped,15
slave,15
wealth,15
rational,15
hater,15
recently,15
trail,15
sport,15
cbc,15
em,15
forward,15
miss,15
lock,15
anywhere,15
ran,15
helping,15
theory,15
protesting,15
card,15
condition,15
beginning,15
decent,15
chump,15
crisis,15
gang,15
gain,15
handle,15
reporter,15
crash,15
afraid,15
feeling,15
success,15
tactic,15
downtown,15
suck,15
mencken,15
blaming,15
junk,15
priest,15
dozen,15
required,15
carry,15
arrogance,15
expected,15
jew,15
asian,15
opposed,15
senator,15
reply,15
station,15
measure,15
economics,15
minded,15
pfd,15
drop,15
alcohol,15
decide,15
strong,15
previous,15
sector,15
treat,15
access,15
peace,14
werent,14
toronto,14
bubble,14
chemical,14
sheep,14
fucking,14
described,14
jesus,14
fail,14
destruction,14
scum,14
toward,14
payer,14
greedy,14
flying,14
ally,14
revenue,14
truck,14
sociopath,14
age,14
thief,14
forum,14
commentary,14
limited,14
tree,14
outrage,14
investment,14
whose,14
agreement,14
bishop,14
cheat,14
wealthy,14
dirty,14
competent,14
yesterday,14
became,14
fuel,14
ha,14
football,14
penny,14
intellectual,14
star,14
ah,14
grab,14
touch,14
eight,14
friendly,14
spoiled,14
saving,14
worry,14
gov,14
finding,14
sale,14
ie,14
knowing,14
europe,14
knee,14
european,14
cabinet,14
duty,14
felt,14
provided,14
manage,14
suppose,14
grade,14
onto,14
ryan,14
bernie,14
kick,14
eventually,14
filthy,14
park,14
whine,14
somebody,14
naive,14
manager,14
immature,14
junior,14
minority,14
laughable,14
equally,14
90,14
ego,14
winning,14
suffer,14
via,14
basis,14
definition,14
basically,14
golf,14
hearing,14
discussion,14
daughter,14
refused,14
opponent,14
round,14
belong,13
hat,13
corporation,13
drinking,13
hateful,13
fully,13
gotten,13
governor,13
bigoted,13
moving,13
tool,13
birth,13
selfish,13
normal,13
professional,13
cell,13
successful,13
blood,13
noise,13
morneau,13
downright,13
brother,13
voice,13
estate,13
rise,13
desperate,13
claimed,13
deflect,13
filled,13
appear,13
pocket,13
throwing,13
claiming,13
informed,13
spite,13
martin,13
exist,13
rally,13
deeply,13
swamp,13
stock,13
appropriate,13
anybody,13
butt,13
role,13
destroying,13
background,13
specific,13
excellent,13
video,13
badly,13
fed,13
ruin,13
kept,13
early,13
earlier,13
mexico,13
smoke,13
buying,13
rubbish,13
hopefully,13
lucky,13
require,13
reasoning,13
peaceful,13
various,13
fooled,13
denying,13
dirt,13
load,13
becoming,13
attempting,13
40,13
skin,13
ticket,13
vacation,13
andor,13
constantly,13
size,13
irrelevant,13
proposal,13
army,13
model,13
saudi,13
lawsuit,13
politically,13
homosexual,13
missed,13
rating,13
winner,13
camp,13
clueless,13
entitled,13
western,13
ak,12
70,12
assad,12
respond,12
serving,12
aint,12
serial,12
changing,12
pain,12
exists,12
effective,12
resident,12
expert,12
repeat,12
greater,12
represents,12
kkk,12
al,12
blah,12
data,12
equality,12
danger,12
glorious,12
nearly,12
necessary,12
reckless,12
reasonable,12
reader,12
weekend,12
license,12
literally,12
blue,12
welcome,12
century,12
twisted,12
double,12
ability,12
bone,12
busy,12
grand,12
racial,12
absolute,12
kim,12
appointed,12
mad,12
apology,12
blatant,12
establishment,12
passing,12
generally,12
la,12
regime,12
irrational,12
six,12
believed,12
scared,12
user,12
agreed,12
band,12
baloney,12
ideology,12
balance,12
british,12
development,12
moronic,12
surely,12
snowflake,12
broke,12
hole,12
direction,12
pulled,12
minimum,12
husband,12
sucker,12
hot,12
dummy,12
five,12
horrible,12
sane,12
colorado,12
firearm,12
sander,12
hunter,12
color,12
secretary,12
admitted,12
huh,12
barack,12
humanity,12
signed,12
director,12
incapable,12
attacking,12
affordable,12
store,12
commit,12
hiding,12
treason,12
outcome,12
somewhat,12
treated,12
mom,12
fought,12
meaning,12
ad,12
activity,12
extreme,12
display,12
commission,12
platform,12
bike,12
incredibly,12
60,12
modern,12
compare,12
fairbanks,12
awful,12
2016,12
brat,11
sitting,11
sir,11
personality,11
spot,11
pope,11
unfit,11
campus,11
bottom,11
entirely,11
enterprise,11
enforcement,11
unethical,11
perfectly,11
committee,11
square,11
employer,11
son,11
stated,11
uninformed,11
owned,11
editorial,11
expensive,11
soul,11
carrying,11
solve,11
conspiracy,11
status,11
somewhere,11
pipeline,11
extra,11
obamacare,11
yep,11
pr,11
burning,11
plant,11
stolen,11
petulant,11
genius,11
worried,11
electorate,11
oleary,11
fill,11
file,11
connection,11
boot,11
exact,11
strike,11
80,11
specifically,11
broken,11
socalled,11
15,11
analysis,11
inane,11
heaven,11
irresponsible,11
scream,11
monster,11
resign,11
screaming,11
troop,11
headed,11
moose,11
screwed,11
requires,11
cheap,11
reputation,11
seat,11
qualified,11
artist,11
syndrome,11
quickly,11
journalist,11
mandate,11
walking,11
remains,11
upset,11
kelly,11
approval,11
coast,11
iq,11
heavy,11
apply,11
deny,11
miserable,11
bankrupt,11
winger,11
texas,11
cold,11
psychotic,11
version,11
crappy,11
honor,11
saved,11
met,11
illegally,11
illness,11
imo,11
impeached,11
hl,11
vancouver,11
detail,11
increased,11
survive,11
hill,11
punishment,11
authoritarian,11
attorney,11
purchase,11
bigotry,11
joe,11
absurd,11
anthem,11
district,11
allowing,11
tragedy,11
pride,11
watched,11
google,11
narrative,11
dad,11
greatest,11
closed,11
target,11
trudeaus,11
grifter,11
recent,11
legitimate,11
bitter,11
senior,11
prevent,11
train,11
warning,11
shape,11
raised,11
lisa,11
anger,11
style,11
recognize,11
learned,11
regard,11
alt,11
website,11
indian,10
credible,10
wild,10
chosen,10
2017,10
destroyed,10
describe,10
ring,10
creepy,10
mentality,10
dept,10
included,10
wear,10
survey,10
bringing,10
realized,10
mindless,10
cutting,10
advantage,10
cycle,10
smell,10
ignoramus,10
bright,10
balanced,10
smoking,10
smug,10
ignoring,10
mentioned,10
supremacist,10
25,10
ilk,10
title,10
cap,10
bag,10
lesson,10
factor,10
impeachment,10
pull,10
roll,10
rg,10
apple,10
agent,10
placed,10
replace,10
whatsoever,10
journalism,10
lame,10
defending,10
reminds,10
speaks,10
criticism,10
eh,10
exception,10
palestinian,10
electricity,10
managed,10
speed,10
18,10
arabia,10
khadr,10
statistic,10
apologize,10
crooked,10
confused,10
essentially,10
kinda,10
spin,10
kiss,10
caring,10
date,10
space,10
assertion,10
review,10
traitorous,10
altright,10
un,10
partisan,10
pushing,10
pussy,10
israel,10
bullying,10
wh,10
antitrump,10
jack,10
sake,10
loyal,10
coach,10
latest,10
technology,10
code,10
material,10
delusion,10
eliminate,10
jet,10
aside,10
representative,10
bannon,10
hide,10
prefer,10
brand,10
historical,10
biased,10
3rd,10
priority,10
hitler,10
prior,10
monday,10
believer,10
murdered,10
protected,10
cheating,10
division,10
collusion,10
causing,10
diversity,10
activist,10
music,10
mueller,10
powerful,10
scary,10
forgotten,10
gut,10
highway,10
properly,10
courage,10
added,10
therefore,10
wise,10
scheme,10
charged,10
poverty,10
boring,10
function,10
gender,10
misogynist,10
gotta,10
shall,10
mp,10
missile,10
chicken,10
misleading,10
breaking,10
fiscal,10
benghazi,10
bless,10
unlikely,10
handed,10
professor,10
protester,10
slow,10
moved,10
msm,10
prof,10
movie,10
shameless,10
neighborhood,10
drivel,10
complex,9
approach,9
mail,9
everybody,9
relation,9
drink,9
accusation,9
gullible,9
accurate,9
mainstream,9
queen,9
repeated,9
unhinged,9
kidding,9
everyday,9
walker,9
column,9
clark,9
silent,9
management,9
notion,9
juneau,9
marine,9
classic,9
silence,9
palin,9
significant,9
bible,9
relevant,9
everywhere,9
seizure,9
tyrant,9
released,9
november,9
pointless,9
error,9
track,9
teach,9
11,9
server,9
granted,9
spreading,9
pc,9
leg,9
grant,9
training,9
dnc,9
permit,9
gee,9
worthless,9
challenge,9
chair,9
received,9
empty,9
newspaper,9
elway,9
locked,9
turning,9
stage,9
customer,9
liberalism,9
taxi,9
embarrassed,9
entertaining,9
entertainment,9
whenever,9
rant,9
conference,9
regulation,9
machine,9
sen,9
kushner,9
labor,9
lynch,9
warming,9
ashamed,9
twit,9
privilege,9
acceptable,9
growing,9
clever,9
wonderful,9
gross,9
drama,9
sent,9
bite,9
nk,9
reduce,9
greed,9
crum,9
wasted,9
elitist,9
sin,9
tie,9
salary,9
address,9
affair,9
surprising,9
affect,9
dude,9
comedian,9
followed,9
moderate,9
diplomacy,9
2020,9
direct,9
memory,9
directed,9
controlling,9
uncivil,9
africa,9
falling,9
punished,9
beautiful,9
hilarious,9
description,9
original,9
richard,9
deplorables,9
plane,9
deplorable,9
battle,9
immoral,9
beer,9
tourist,9
sacrifice,9
sa,9
hrc,9
supply,9
providing,9
admire,9
hurting,9
continued,9
hospital,9
breath,9
firm,9
fighter,9
protestors,9
superior,9
snap,9
hon,9
terrorism,9
dumbest,9
super,9
operation,9
mission,9
brave,9
supreme,9
earn,9
willfully,9
osweiler,9
911,9
audience,9
actively,9
intent,9
attacked,9
internet,9
cigarette,9
circle,9
demonstrate,9
being,9
assumption,9
bullet,9
inside,9
aide,9
respected,9
resort,9
believing,9
circus,9
whoever,9
promote,9
expose,9
sit,9
bum,9
intended,9
discus,9
scientific,9
meantime,9
thread,9
match,9
disastrous,9
frankly,9
insulting,9
section,9
uk,9
facebook,9
dump,8
thin,8
test,8
corrupted,8
tendency,8
challenged,8
sympathy,8
club,8
commercial,8
combined,8
torture,8
cheaper,8
comprehend,8
cite,8
comprehension,8
deluded,8
considering,8
discrimination,8
context,8
closely,8
communist,8
charles,8
criticize,8
disgraceful,8
tiresome,8
charity,8
dignity,8
television,8
suggesting,8
carrier,8
theyd,8
describing,8
dear,8
draw,8
treatment,8
cultural,8
comparing,8
strategy,8
suicide,8
cruel,8
debacle,8
depends,8
directly,8
chris,8
dc,8
tire,8
columnist,8
creature,8
denier,8
denial,8
dr,8
dp,8
sun,8
cub,8
easier,8
compete,8
earned,8
contact,8
continuing,8
trusted,8
extremist,8
stance,8
improvement,8
incredible,8
inevitable,8
riding,8
violation,8
info,8
reward,8
insanity,8
insider,8
intellectually,8
attend,8
interview,8
athlete,8
invite,8
involve,8
irony,8
republic,8
johnson,8
replaced,8
jones,8
art,8
repeatedly,8
repeal,8
jump,8
juvenile,8
key,8
klan,8
regarded,8
laid,8
reform,8
increasing,8
illegals,8
bomb,8
identity,8
genocide,8
bloated,8
blm,8
shared,8
shameful,8
goodness,8
sexist,8
setting,8
unstable,8
grasp,8
sensible,8
sending,8
hair,8
hall,8
harris,8
search,8
heat,8
heck,8
scientist,8
hello,8
helped,8
becomes,8
scenario,8
hired,8
hiring,8
valley,8
hispanic,8
holy,8
hoping,8
reference,8
reduced,8
wasting,8
leaf,8
accident,8
murkowski,8
named,8
narcissism,8
pressure,8
prediction,8
nixon,8
prayer,8
pray,8
nope,8
4th,8
45,8
occasion,8
pointed,8
online,8
200,8
ottawa,8
outright,8
pile,8
picked,8
ownership,8
pack,8
younger,8
paris,8
patient,8
patriotism,8
zone,8
pedestrian,8
performing,8
accused,8
motley,8
progress,8
loving,8
league,8
antifa,8
legacy,8
legally,8
legislative,8
letting,8
wed,8
weed,8
liberty,8
libs,8
lipstick,8
loud,8
loved,8
aloha,8
morally,8
range,8
radio,8
airline,8
math,8
medicare,8
ag,8
merit,8
mirror,8
protection,8
mix,8
prosecutor,8
actor,8
moore,8
gdp,8
assistance,8
capital,8
tyranny,8
shown,8
flight,8
typically,8
eu,8
capable,8
booze,8
florida,8
shred,8
bridge,8
sleazy,8
era,8
expecting,8
bus,8
fallacy,8
france,8
flood,8
exercise,8
solid,8
silver,8
fish,8
forgot,8
unconstitutional,8
emotional,8
faster,8
explanation,8
flat,8
spewing,8
campaigning,8
spoke,8
premium,7
arrested,7
degenerate,7
prepared,7
catastrophe,7
jt,7
female,7
computer,7
jumping,7
arrest,7
pretending,7
evening,7
prisoner,7
classified,7
academic,7
walked,7
electing,7
justins,7
rep,7
justification,7
defeat,7
worthy,7
july,7
presented,7
transportation,7
catch,7
nightmare,7
vulnerable,7
bribe,7
insist,7
wreck,7
insight,7
treasonous,7
noone,7
smarter,7
inner,7
cool,7
virtually,7
convincing,7
deranged,7
convicted,7
christy,7
auto,7
noticed,7
nra,7
stone,7
nonstop,7
copy,7
deleted,7
invest,7
vulgar,7
deliberately,7
ear,7
request,7
james,7
asset,7
predator,7
caldwell,7
preach,7
corner,7
associate,7
responded,7
dysfunctional,7
command,7
demonstrated,7
dying,7
fiasco,7
el,7
knucklehead,7
approve,7
madman,7
mexican,7
publicly,7
tear,7
expression,7
lover,7
educate,7
lousy,7
teaching,7
mile,7
cpc,7
amateur,7
milk,7
window,7
minor,7
misguided,7
weight,7
unable,7
alleged,7
coalition,7
libertarian,7
tedious,7
experienced,7
megalomaniac,7
punk,7
wholly,7
effectively,7
afghanistan,7
quebec,7
marriage,7
map,7
quoted,7
creation,7
toy,7
bureaucracy,7
advisor,7
maintain,7
alike,7
method,7
factual,7
editor,7
pro,7
acknowledge,7
largest,7
buyer,7
refers,7
lapdog,7
lane,7
tory,7
dealer,7
productive,7
regular,7
production,7
koch,7
rightwing,7
knock,7
rejected,7
applies,7
appointment,7
appreciate,7
cast,7
launch,7
missing,7
spell,7
lib,7
cynical,7
bucket,7
eg,7
addressing,7
tragic,7
da,7
length,7
anonymous,7
failing,7
dallas,7
fairness,7
economically,7
addict,7
proper,7
faith,7
fantasy,7
design,7
mediocre,7
outsider,7
screw,7
scott,7
foul,7
1st,7
healthy,7
sufferer,7
bell,7
discover,7
funded,7
peter,7
francis,7
outlet,7
engineer,7
yr,7
governing,7
consumer,7
suggestion,7
comparison,7
straw,7
planned,7
partner,7
golden,7
14,7
operate,7
forbid,7
stream,7
unemployed,7
valid,7
scare,7
serf,7
slap,7
openly,7
constant,7
yemen,7
capacity,7
guide,7
bizarre,7
bird,7
series,7
divide,7
served,7
page,7
unhealthy,7
employed,7
disrespect,7
subsidized,7
employment,7
uniform,7
subsidy,7
substance,7
selfserving,7
bent,7
blamed,7
competitive,7
hack,7
overwhelming,7
haha,7
bos,7
st,7
haole,7
urban,7
graduate,7
charlottesville,7
enacted,7
sight,7
charter,7
throughout,7
complaining,7
vile,7
survival,7
ruling,7
performance,7
dotard,7
ideologue,7
ignored,7
shoe,7
shooter,7
bait,7
continually,7
flip,7
emotion,7
trial,7
poorly,7
illiterate,7
pop,7
empire,7
image,7
impeach,7
vietnam,7
impossible,7
includes,7
robin,7
universe,7
portland,7
permanent,7
fixed,7
peer,7
childrens,7
floor,7
award,7
donalds,7
blowing,7
garage,7
hollywood,7
